Title,Credit Hour,level,Equivalent Courses,outlines
Usability Engineering (CS444),Credit Hours: 3,Course Level: Senior,"Equivalent Courses: Analogue and Digital Communication (EE323), Cellular Network (CS586), Cellular Networks (CS586), Digital Comminications (EE318)",
Enterprise Information System (CS447),Credit Hours: 3,Course Level: Senior,"Equivalent Courses: Computer Communication (CS305), Computer Communication (CS306), Computer Networks (CS314), Data Communication &amp; Networks (EE311), Data Communication (EE301)",
Project ‑ I (CS490),Credit Hours:2,Course Level: Senior,"Equivalent Courses: Probability &amp; Random Processes (MT215), Probability &amp; Random Processes (MT219), Probability &amp; Statistics (MT205), Probability &amp; Statistics (MT206), Statistics (MT107), Statistics (MT108)",
Project ‑ I (CS491),Credit Hours: 3,Course Level: Senior,Equivalent Courses: Computer Aided Design &amp; Simulation (CS316),
Project ‑ II (CS492),Credit Hours: 3,Course Level: Senior,"Equivalent Courses: Cellular Network (CS586), Cellular Networks (CS586), Digital Communications (EE318), Digital Communications (EE313)","Overview of Information System Auditing. Information System Audit Process. Management Planning and Organizing IS Strategy .Security of Information Assets. System Development Management Controls. Programming Management Controls. Data Resource Management Controls. Security Management Controls. Operations Management Controls. Quality Assurance Management Controls. Input, Process and Output Controls.Database and Communication Controls.Computerized Audit Software.Performance Measurement Tools.Disaster Recovery and Business Continuity."
Computational Linguistics (CS493),Credit Hours: 3,Course Level: Senior,Equivalent Courses: Wave Prop. &amp; Antenna Th. (EE407),"Concepts behind computer‑based recognition and extraction of features from raster images. Applications of vision systems and their limitations. Overview of early, intermediate and high level vision, Segmentation: region splitting and merging; quadtree structures for segmentation; mean and variance pyramids; computing the first and second derivatives of images using the isotropic, Sobel and Laplacian operators; grouping edge points into straight lines by means of the Hough transform; limitations of the Hough transform; parameterisation of conic sections. Perceptual grouping: failure of the Hough transform; perceptual criteria; improved Hough transform with perceptual features; grouping line segments into curves. Overview of mammalian vision: experimental results of Hubel and Weisel; analogy to edge point detection and Hough transform; Relaxation labelling of images: detection of image features; Grouping of contours and straight lines into higher order features such as vertices and facets. Depth measurement in images."
IS Audit & Control (CS494),Credit Hours: 3,Course Level: Senior,"Equivalent Courses: Embedded Systems (EE410), Embedded Systems Lab (EL410)","Introduction and overview: Testing and inspection concepts, Testing categories, Inception process: Objective of formal inspection  Organizing Test cases: Decision Tables, Black box and white box testing Unit testing, Integration testing, Regression testing, System testing, user acceptance testing, Metrics and complexity, State based testing, Syntax testing; Use of software testing tools."
Fundamental of Computer Vision (CS495),Credit Hours: 3,Course Level: Senior,Equivalent Courses: Marketing Segmentation and Positioning (MG555),"Information Security Attacks & Vulnerabilities, Anatomy of Attack, Awareness and Management Commitment to Security, Security Policy, Information Security Network Architecture Design Rules, Rules for Selecting Security Hardware & Software, Physical Security Rules, Network Hardware Security, Operating System Security Rules, PC Operating Security Rules, Internet Security Rules, Application Security Rules, Software Validation and Verification Rules, Data Encryption Rules, Configuration Management Rules, Network Monitoring Rules, Maintenance and Troubleshooting Security Rules, Emergency Rules Attacks, An introduction to confidentiality, integrity, availability; authentication technologies and models, Controls and protection models, Security kernels, Secure programming, Information Auditing, Intrusion detection and response, Operational security issues, Physical security issues, Personnel security, Policy formation and enforcement, Access controls, Information flow, Legal, privacy and social issues, Identification and authentication in local and distributed systems; classification and trust modeling, Risks and vulnerabilities, Risk assessment, Database security, Encryption, Host‑based and network‑based security issues, Areas of particular focus include secure network design, implementation and transition issues, and techniques for responding to security breaches."
Software Testing (CS497),Credit Hours: 3,Course Level: Masters,"Equivalent Courses: Project ‑ I (CS490), Project ‑ I (CS491), Software Project (CS390), Software Project (CS391)"," Greedy algorithms, dynamic programming, huffman codes and data compression, NP-hardness, approximation algorithms,randomization, probabilistic analysis, amortized analysis, competitive analysis, and linear programming."
Information Systems Security (CS498),Credit Hours: 3,Course Level: Masters,Equivalent Courses: Performance Management Systems (PMS) (MG524),"Introduction to advance data models such as object relational, object oriented. File organizations concepts, Transactional processing and Concurrency control techniques, Recovery techniques, Query processing and optimization, Database Programming, Integrity and security, Database Administration, Physical database design and tuning, Distributed database systems, Emerging research trends in database systems."
Advanced Analysis of Algorithms (CS501),Credit Hours: 3,Course Level: Masters,"Equivalent Courses: Analog CMOS Integrated Circuits Design (EE598), VLSI Testing &amp; Design for Testability (EE598)"," Revision of basics of Operating Systems, Interrupts and IVT, Kernel Architectures, Process Management, Process Scheduling (MLQ, MLFQ), CFS, Distributed Operating Systems, Distributed Mutual Exclusion, Distributed Deadlock Detection, Distributed File Systems, Multiprocessor Operating Systems."
Advanced Databases (CS502),Credit Hours: 3,Course Level: Masters,Equivalent Courses: Industrial Processes Control Lab (EL426),"Distributed DBMS Architecture: Architectural Models. Global directory.Distributed Database design: Design issues, fragmentation.Semantic Data Control. Query processing: query optimization, algorithms. Concurrency control: algorithms. Distributed DBMS Reliability: Fault tolerance."
Object Oriented Database Systems (CS503),Credit Hours: 3,Course Level: Masters,Equivalent Courses: Computer Speech Processing (CS541),"OS Structures, Distributed and Real‑time operating systems, Multiprocessor operating systems, Resource management and protection, Shared memory systems, Communication mechanisms, Real‑time scheduling, Distributed Systems: Concepts, File systems, Shared memory, Consistency, Failure, Recovery, Tolerance."
Distributed Database Systems (CS504),Credit Hours: 3,Course Level: Masters,Equivalent Courses: Multimedia Communications (CS544)," Formal ways of defining syntax and semantics of programming languages, attribute grammars; operational, axiomatic and denotational semantics of languages."
